2019-03-06 14:30:27 [scrapy.utils.log] INFO: Scrapy 1.5.0 started (bot: crawlSpiderUsed)
2019-03-06 14:30:28 [scrapy.utils.log] INFO: Versions: lxml 4.2.1.0, libxml2 2.9.8, cssselect 1.0.3, parsel 1.4.0, w3lib 1.19.0, Twisted 18.4.0, Python 3.6.5 (v3.6.5:f59c0932b4, Mar 28 2018, 05:52:31) - [GCC 4.2.1 Compatible Apple LLVM 6.0 (clang-600.0.57)], pyOpenSSL 18.0.0 (OpenSSL 1.1.0h  27 Mar 2018), cryptography 2.2.2, Platform Darwin-17.7.0-x86_64-i386-64bit
2019-03-06 14:30:28 [py.warnings] WARNING: /Users/ljh/.virtualenv/scrapy_learn/lib/python3.6/site-packages/scrapy/commands/crawl.py:57: ScrapyDeprecationWarning: CrawlerRunner.spiders attribute is renamed to CrawlerRunner.spider_loader.
  self.crawler_process.spiders.list()

2019-03-06 14:30:28 [scrapy.crawler] INFO: Overridden settings: {'BOT_NAME': 'crawlSpiderUsed', 'COOKIES_ENABLED': False, 'LOG_FILE': 'chinaz.log', 'NEWSPIDER_MODULE': 'crawlSpiderUsed.spiders', 'SPIDER_MODULES': ['crawlSpiderUsed.spiders']}
2019-03-06 14:30:28 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
2019-03-06 14:30:28 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'crawlSpiderUsed.middlewares.UserAgentDownloadMiddler',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2019-03-06 14:30:28 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2019-03-06 14:30:28 [scrapy.middleware] INFO: Enabled item pipelines:
[]
2019-03-06 14:30:28 [scrapy.core.engine] INFO: Spider opened
2019-03-06 14:30:28 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2019-03-06 14:30:28 [scrapy.extensions.telnet] DEBUG: Telnet console listening on 127.0.0.1:6025
2019-03-06 14:30:28 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangyemap.html> (referer: None)
2019-03-06 14:30:28 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_yule.html> (referer: http://top.chinaz.com/hangyemap.html)
2019-03-06 14:30:28 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_gov.html> (referer: http://top.chinaz.com/hangyemap.html)
2019-03-06 14:30:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_gov_shiyedanwei.html> (referer: http://top.chinaz.com/hangyemap.html)
2019-03-06 14:30:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_shopping_bijia.html> (referer: http://top.chinaz.com/hangyemap.html)
2019-03-06 14:30:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_shopping_tuangou.html> (referer: http://top.chinaz.com/hangyemap.html)
2019-03-06 14:30:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_gov_zhengfu.html> (referer: http://top.chinaz.com/hangyemap.html)
2019-03-06 14:30:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_shopping_dianshang.html> (referer: http://top.chinaz.com/hangyemap.html)
2019-03-06 14:30:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_gov_zhineng.html> (referer: http://top.chinaz.com/hangyemap.html)
2019-03-06 14:30:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_shopping.html> (referer: http://top.chinaz.com/hangyemap.html)
2019-03-06 14:30:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_yule_dongman.html> (referer: http://top.chinaz.com/hangyemap.html)
2019-03-06 14:30:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_yule_xiaohua.html> (referer: http://top.chinaz.com/hangyemap.html)
2019-03-06 14:30:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_yule_xiaoshuo.html> (referer: http://top.chinaz.com/hangyemap.html)
2019-03-06 14:30:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_yule_shoucang.html> (referer: http://top.chinaz.com/hangyemap.html)
2019-03-06 14:30:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_yule_mingxing.html> (referer: http://top.chinaz.com/hangyemap.html)
2019-03-06 14:30:29 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_shopping_gouwu.html> (referer: http://top.chinaz.com/hangyemap.html)
2019-03-06 14:30:30 [scrapy.core.engine] DEBUG: Crawled (200) <GET http://top.chinaz.com/hangye/index_yule_shipin.html> (referer: http://top.chinaz.com/hangyemap.html)
